,Number of ratings,Full Review
162,4,Everything is good but there is no charger and earphone in box.
163,5,Worthy!!!!
164,5,Good quality
165,5,Very well product ( nice handy phone )
166,1,"I wish I would not have bought. Battery is horrible. I have to charge at least 2 times daily. Simply apple takes half lakh and gives no adapter, headphone and battery is worst. I know apple brand is famous for its security feature and that is the only thing they give. But sorry I don’t think it’s worth Of almost lakh. Since when it comes to other services it’s pathetic. I was a huge fan of iPhone, have used 2 before. But this is same as my old phones. With this new 12 mini is i don’t have any..."
167,5,"Best mobile
really is this mobile
mini monster
Wow next level"
168,5,My first iPhone
169,1,"Really disappointed with Flipkart, They took my good condition Iphone 7 as exchange for just 4000 rs which is really a rude rate. and the Mini battery really sucks no use. Automativcally it gets drain. batter life will come only 3 -4 hrs. Even we are not using. i charged 100% by 9 pm and saw my phone by 6 am its 89%.... Talktime also very bad for each 15 mins the battery get drain 5%"
170,3,"Phone is good. Only drawback is..phone getting heat after usage.
Let's wait n see if any other problems comes up..."
171,5,Everything is awesome but battery
172,5,Great 👍
173,5,The perfect smart phone after a decade
174,5,Performance is pretty good. Battery life with normal usage can go around 11-12 hours. 18W type C charging support can charge phone in 1 hour. Night mode is good. Display is much handy.
175,4,Worth it
176,4,Good Phone
177,5,As expected flipkart beats BBD sale only for The people who are middle and want to fulfill their dreams like to purchase iphone on thier budgets was so awesome........🤩🥳 I just loved it and never expected this much price crash......Thanks to Flipkart
178,4,Phone is overall a good package but the battery performance is on the lower side….it can’t even stand a full day
179,5,"This the best phone for users who want compact phone
Pros - performance ,camera,display,
Cons - battery"
180,5,Short and sweet ❤️.Here it is the sample of night mode shots✌️
181,5,Battery is quite enough... Compact phone.
182,4,As smart as handle
183,4,"TLDR if you can live with 4.5-5 hours battery life you will love this.


This is a phone that’s fast, with a great camera and a screen you can actually use one handed without accessibility or fear of dropping the phone. Is crazy light and pocket friendly. The screen despite its size is vivid and oled with god neutral colours.

But will say if you a heavy power user or want to play a lot of games, look elsewhere. This battery will not give you too much pleasure, if you are one of those. For ev..."
184,5,Super nice
185,1,Battery back very bad
186,5,Heavy camera quality
187,5,Superb
188,5,"Worth it!
Big Billion day made this possible.
Breath taking shots.
Only demerit is battery backup rest phone runs smooth and Superfast
Just Liked it!💯"
189,5,Fully enjoyed
190,5,Huge upgrade from Android to IOS 15. After using iPad Pro decided to buy iPhone and it was wonderful decision 👌
191,4,Everything Good but screen size little bit small
192,5,"Battery is a letdown here, other than that this is the best phone to get in terms of compactness, performance, style. would recomend it with a caution of battery life."
193,5,Really good one
194,4,"Stunning display,beast processor and camera. Upgraded from 7.The phone fits in one hand and easy to carry.Genuine product."
195,1,"Very bad experience. The product is not good and literally, there is no support from customer care also. I am shocked we have such scenarios also nowadays where we talk of customer-centricity everywhere. AI-driven response is always saying that we will call you then they say the team is busy. Pathetic experience. I am never going to use Flipkart again for any single purchase."
196,5,"iPhone is always gives the highest pleasant to the users. This statement is absolutely correct. You use any iPhones, you will feel the highest pleasant.
The camera quality, the processor, the display everything are the highest in comparison with other androids phones.
If you have the budget, then you go for this phone. You don’t think if you should buy a high budget phone, once you have purchased then you will start feeling the differences with any of highest budget android phones. There is n..."
